# Species	Genes	Alg.-Conn.	Ht_new.faa	Pb_new.faa	Pc_new.faa	Pf_new.faa	Pk_rmScaff_new.faa	Pv_new.faa	Py_new.faa	Tg_new.faa
8	10	0.104	542_g	3272_g,4993_g	1705_g	1471_g	1760_g	1676_g	2574_g	10869_g,11666_g
6	6	0.23	*	1668_g	2307_g	2294_g	2373_g	2264_g	1360_g	*
6	6	0.23	*	2053_g	631_g	3539_g	648_g	606_g	4349_g	*
6	6	0.23	*	7119_g	3521_g	3171_g	3597_g	3526_g	1847_g	*
6	6	0.229	*	124_g	835_g	441_g	867_g	817_g	221_g	*
6	6	0.229	*	3168_g	3418_g	5109_g	3497_g	3415_g	4581_g	*
6	6	0.229	*	3849_g	3821_g	4058_g	3902_g	3813_g	2255_g	*
6	6	0.229	*	7226_g	4111_g	3079_g	4206_g	4128_g	3572_g	*
6	6	0.228	*	3740_g	948_g	325_g	980_g	933_g	325_g	*
6	6	0.228	1182_g	*	3255_g	944_g	3321_g	3235_g	3207_g	*
6	6	0.228	1972_g	*	2283_g	2271_g	2351_g	2244_g	1336_g	*
6	6	0.227	*	6637_g	2919_g	5054_g	2998_g	2888_g	2728_g	*
6	6	0.226	*	1304_g	2241_g	2226_g	2301_g	2198_g	1294_g	*
6	6	0.226	*	3009_g	2613_g	1096_g	2686_g	2590_g	705_g	*
6	6	0.226	*	3680_g	424_g	561_g	434_g	409_g	1698_g	*
6	6	0.226	*	6484_g	1137_g	1893_g	1180_g	1120_g	506_g	*
6	6	0.225	*	1510_g	1207_g	1827_g	1253_g	1190_g	577_g	*
6	6	0.225	*	871_g	2832_g	1263_g	2908_g	2804_g	1880_g	*
6	6	0.225	1036_g	*	1038_g	237_g	1072_g	1020_g	410_g	*
6	6	0.223	*	1354_g	915_g	358_g	954_g	897_g	299_g	*
6	6	0.223	*	5494_g	1152_g	1877_g	1195_g	1136_g	522_g	*
6	6	0.223	*	615_g	1008_g	267_g	1042_g	989_g	379_g	*
6	6	0.223	1940_g	4102_g	430_g	555_g	440_g	415_g	*	*
6	6	0.222	*	2631_g	1283_g	1759_g	1327_g	1262_g	4719_g	*
6	6	0.222	*	3406_g	2581_g	1065_g	2653_g	2555_g	2330_g	*
6	6	0.222	*	512_g	2818_g	1249_g	2892_g	2791_g	1893_g	*
6	6	0.222	*	80_g	654_g	3519_g	673_g	628_g	144_g	*
6	6	0.221	*	146_g	1032_g	243_g	1066_g	1014_g	404_g	*
6	6	0.221	*	327_g	1341_g	1701_g	1387_g	1320_g	4776_g	*
6	6	0.221	*	4159_g	815_g	458_g	851_g	800_g	206_g	*
6	6	0.221	230_g	*	2015_g	138_g	2053_g	1972_g	1070_g	*
6	6	0.22	*	1185_g	1607_g	1567_g	1667_g	1581_g	2669_g	*
6	6	0.22	*	3569_g	3949_g	4188_g	4033_g	3944_g	2124_g	*
6	6	0.22	*	3914_g	4089_g	3058_g	4182_g	4106_g	3549_g	*
6	6	0.219	*	6605_g	3301_g	898_g	3370_g	3280_g	3248_g	*
6	6	0.219	348_g	*	698_g	3472_g	725_g	677_g	98_g	*
6	6	0.218	1143_g	5421_g	1456_g	2059_g	1501_g	1433_g	*	*
6	6	0.218	1846_g	*	1045_g	232_g	1078_g	1025_g	415_g	*
6	6	0.218	880_g	*	3071_g	4909_g	3140_g	3045_g	4249_g	*
6	6	0.217	*	2_g	1654_g	1523_g	1713_g	1626_g	2626_g	*
6	6	0.215	*	1450_g	4662_g	2815_g	4770_g	4661_g	3810_g	*
6	6	0.212	*	2353_g	4217_g	3912_g	4321_g	4228_g	652_g	*
6	6	0.211	*	1021_g	2633_g	741_g	2707_g	2610_g	722_g	*
6	6	0.211	*	4438_g	305_g	4457_g	313_g	294_g	4483_g	*
6	6	0.21	*	6424_g	2775_g	4345_g	2849_g	2750_g	1931_g	*
6	6	0.208	1566_g	*	4771_g	2918_g	4878_g	4769_g	3712_g	*
6	6	0.208	1948_g	*	3000_g	1180_g	3069_g	2953_g	3438_g	*
6	6	0.207	*	1587_g	3198_g	4792_g	3271_g	3174_g	4138_g	*
6	6	0.207	*	4964_g	1412_g	1968_g	1456_g	1388_g	4845_g	*
6	6	0.207	*	6722_g	2301_g	2288_g	2367_g	2260_g	1354_g	*
6	6	0.207	1764_g	3330_g	*	872_g	3396_g	3305_g	3275_g	*
6	6	0.206	*	1933_g	2870_g	5005_g	2948_g	2840_g	2775_g	*
6	6	0.206	1895_g	*	4081_g	3051_g	4172_g	4098_g	3541_g	*
6	6	0.206	1931_g	3446_g	1517_g	2118_g	*	1493_g	3336_g	*
6	6	0.205	*	3024_g	27_g	4712_g	34_g	24_g	909_g	*
6	6	0.204	*	651_g	3735_g	3976_g	3814_g	3732_g	2982_g	*
6	6	0.204	*	6583_g	150_g	4595_g	162_g	143_g	793_g	*
6	6	0.203	*	1319_g	3613_g	3264_g	3698_g	3677_g	3128_g	*
6	6	0.203	*	4383_g	2065_g	189_g	2110_g	2024_g	1119_g	*
6	6	0.202	*	1747_g	510_g	3659_g	527_g	490_g	1616_g	*
6	6	0.202	*	3797_g	4783_g	2929_g	4889_g	4780_g	3701_g	*
6	6	0.202	*	400_g	1628_g	1546_g	1689_g	1603_g	2648_g	*
6	6	0.202	*	6304_g	2780_g	4340_g	2854_g	2756_g	1926_g	*
6	6	0.201	*	1271_g	4536_g	2697_g	4649_g	4545_g	3931_g	*
6	6	0.201	*	2932_g	2727_g	4398_g	2794_g	2698_g	1983_g	*
6	6	0.201	*	6811_g	534_g	3636_g	548_g	513_g	1594_g	*
6	6	0.201	694_g	*	1562_g	1609_g	1615_g	1541_g	2713_g	*
6	6	0.2	*	2042_g	3701_g	3353_g	3790_g	3595_g	3047_g	*
6	6	0.2	*	2885_g	1078_g	1955_g	*	1058_g	446_g	337_g
6	6	0.2	*	3769_g	1819_g	1361_g	1861_g	1785_g	2470_g	*
6	6	0.199	*	3370_g	988_g	286_g	1019_g	972_g	361_g	*
6	6	0.198	*	6638_g	2920_g	5055_g	2999_g	2889_g	2727_g	*
6	6	0.198	255_g	*	458_g	529_g	468_g	442_g	1667_g	*
6	6	0.197	*	274_g	3913_g	4152_g	3995_g	3908_g	2160_g	*
6	6	0.196	*	2060_g	2381_g	2367_g	2455_g	2338_g	1431_g	*
6	6	0.196	415_g	*	4490_g	2650_g	4605_g	4498_g	3973_g	*
6	6	0.196	835_g	*	3598_g	3250_g	3683_g	3691_g	3140_g	*
6	6	0.195	*	7_g	4030_g	4270_g	4128_g	4032_g	2037_g	*
6	6	0.195	1342_g	*	4060_g	3031_g	4153_g	4079_g	3521_g	*
6	6	0.192	*	1815_g	1512_g	2114_g	1559_g	1488_g	3332_g	*
6	6	0.192	1113_g	*	2489_g	2484_g	2563_g	2452_g	1536_g	*
6	6	0.192	1403_g	*	4102_g	3070_g	4195_g	4119_g	3562_g	*
6	6	0.19	*	1477_g	4218_g	3911_g	4322_g	4229_g	653_g	*
6	6	0.19	*	433_g	555_g	3617_g	571_g	532_g	1576_g	*
6	6	0.188	*	3171_g	3421_g	5112_g	3500_g	3418_g	4584_g	*
6	6	0.188	*	4106_g	157_g	4587_g	169_g	151_g	4353_g	*
6	6	0.187	1197_g	*	439_g	547_g	451_g	424_g	1685_g	*
6	6	0.187	912_g	*	3789_g	4028_g	3870_g	3785_g	2285_g	*
6	6	0.186	*	2078_g	3060_g	4920_g	3127_g	3032_g	4260_g	*
6	6	0.186	*	2524_g	4707_g	2860_g	4817_g	4707_g	3768_g	*
6	6	0.186	*	984_g	1986_g	111_g	2022_g	1945_g	1046_g	*
6	6	0.185	*	3282_g	1853_g	1325_g	1894_g	1819_g	2442_g	*
6	6	0.182	*	2834_g	3748_g	3989_g	3826_g	3744_g	2970_g	*
6	6	0.182	*	6867_g	2583_g	1068_g	2656_g	2558_g	675_g	*
6	6	0.182	2003_g	*	2640_g	734_g	2714_g	2617_g	729_g	*
6	6	0.181	*	1521_g	4447_g	2602_g	4553_g	4451_g	4018_g	*
6	6	0.18	*	3503_g	782_g	489_g	819_g	768_g	4656_g	*
6	6	0.179	*	6387_g	2352_g	2340_g	2420_g	2310_g	1404_g	*
6	6	0.178	*	4074_g	1962_g	89_g	2001_g	1923_g	1026_g	*
6	6	0.177	*	1277_g	3984_g	4226_g	4080_g	3986_g	2086_g	*
6	6	0.177	333_g	868_g	3210_g	*	3284_g	3184_g	4128_g	*
6	6	0.174	*	6396_g	2942_g	1132_g	3019_g	2908_g	3389_g	*
6	6	0.173	*	2314_g	219_g	4529_g	232_g	208_g	4408_g	*
6	6	0.173	*	2638_g	2061_g	185_g	2106_g	2020_g	1115_g	*
6	6	0.173	*	744_g	1810_g	1369_g	1852_g	1777_g	2478_g	*
6	6	0.173	1203_g	1146_g	4760_g	*	4869_g	4759_g	3722_g	*
6	6	0.172	*	412_g	3396_g	5095_g	3477_g	3379_g	4567_g	*
6	6	0.171	*	2783_g	2922_g	5057_g	3001_g	2891_g	2725_g	*
6	6	0.17	1231_g	143_g	3654_g	*	3739_g	3640_g	3091_g	*
6	6	0.169	460_g	2797_g	852_g	*	887_g	834_g	239_g	*
6	6	0.168	*	3402_g	2578_g	1062_g	2649_g	2551_g	2334_g	*
6	6	0.168	158_g	*	575_g	3596_g	591_g	552_g	4294_g	*
6	6	0.168	520_g	3215_g	3674_g	3321_g	3759_g	3622_g	*	*
6	6	0.167	*	398_g	1630_g	1544_g	1691_g	1605_g	2646_g	*
6	6	0.167	*	6391_g	2223_g	2210_g	2284_g	2180_g	1277_g	*
6	6	0.167	137_g	*	334_g	646_g	339_g	324_g	1781_g	*
6	6	0.166	*	*	4594_g	2752_g	4706_g	4599_g	3880_g	6468_g
6	6	0.166	26_g	*	2026_g	149_g	2065_g	1983_g	1080_g	*
6	6	0.165	*	2162_g	1044_g	233_g	1076_g	1024_g	414_g	*
6	6	0.165	*	3220_g	4390_g	3742_g	4501_g	4397_g	2831_g	*
6	6	0.165	*	6889_g	685_g	3487_g	708_g	662_g	112_g	*
6	6	0.164	*	2097_g	1293_g	1748_g	1338_g	1273_g	4730_g	*
6	6	0.164	*	2678_g	2679_g	696_g	2753_g	2652_g	767_g	*
6	6	0.164	*	6849_g	390_g	593_g	398_g	379_g	1727_g	*
6	6	0.164	*	832_g	2101_g	1130_g	2149_g	2059_g	1155_g	*
6	6	0.164	1060_g	*	3928_g	4169_g	4014_g	3924_g	2143_g	*
6	6	0.164	913_g	1080_g	3788_g	4027_g	3869_g	3784_g	*	*
6	6	0.163	*	2037_g	1296_g	1745_g	1341_g	1276_g	4733_g	*
6	6	0.163	*	3486_g	4402_g	3725_g	4513_g	4409_g	2817_g	*
6	6	0.163	*	6393_g	612_g	3561_g	629_g	586_g	4330_g	*
6	6	0.162	398_g	*	1581_g	1591_g	1634_g	1559_g	2695_g	*
6	6	0.161	1057_g	3460_g	3026_g	*	3096_g	2979_g	3465_g	*
6	6	0.161	1232_g	*	2782_g	4338_g	2856_g	2758_g	1925_g	*
6	6	0.16	*	209_g	2487_g	2482_g	2561_g	2450_g	1534_g	*
6	6	0.16	*	900_g	1539_g	1633_g	4488_g	1518_g	3358_g	*
6	6	0.16	1773_g	*	4572_g	2730_g	4684_g	4578_g	3900_g	*
6	6	0.159	*	4092_g	4726_g	2879_g	4839_g	4728_g	3750_g	*
6	6	0.159	1520_g	*	4658_g	2810_g	4766_g	4657_g	3816_g	*
6	6	0.159	1866_g	3998_g	3631_g	3281_g	3715_g	3662_g	*	*
6	6	0.158	*	1913_g	3918_g	4159_g	4004_g	3914_g	2152_g	*
6	6	0.158	*	5514_g	2571_g	1056_g	2643_g	2547_g	2340_g	*
6	6	0.157	*	2130_g	2740_g	4384_g	2808_g	2712_g	1969_g	*
6	6	0.157	1161_g	3318_g	2047_g	170_g	*	2005_g	1100_g	*
6	6	0.157	2061_g	1491_g	*	4724_g	19_g	12_g	919_g	*
6	6	0.157	408_g	*	2800_g	1233_g	2876_g	2775_g	1909_g	*
6	6	0.157	919_g	2712_g	*	1301_g	1920_g	1844_g	2417_g	*
6	6	0.156	*	1901_g	4243_g	3886_g	4353_g	4253_g	2324_g	*
6	6	0.156	*	3224_g	2663_g	710_g	2739_g	2639_g	752_g	*
6	6	0.155	*	1291_g	4493_g	2653_g	4608_g	4501_g	3970_g	*
6	6	0.155	*	2346_g	1262_g	1779_g	1308_g	1241_g	4700_g	*
6	6	0.154	*	4959_g	4585_g	2743_g	4696_g	4590_g	3888_g	*
6	6	0.154	1071_g	*	585_g	3587_g	600_g	560_g	4303_g	*
6	6	0.154	989_g	*	2494_g	2489_g	2568_g	2457_g	1541_g	*
6	6	0.153	*	6784_g	3207_g	4784_g	3281_g	3181_g	4131_g	*
6	6	0.153	*	6807_g	2412_g	2399_g	2481_g	2370_g	1462_g	*
6	6	0.153	*	7157_g	3460_g	5146_g	3538_g	3454_g	3032_g	*
6	6	0.153	1052_g	*	388_g	595_g	396_g	378_g	1729_g	*
6	6	0.152	*	3475_g	1934_g	61_g	1971_g	1897_g	999_g	*
6	6	0.152	557_g	*	2318_g	2305_g	2386_g	2277_g	1371_g	*
6	6	0.151	1240_g	2100_g	2950_g	1138_g	3026_g	2915_g	*	*
6	6	0.151	270_g	*	2652_g	720_g	2728_g	2629_g	743_g	*
6	6	0.151	707_g	*	2342_g	2329_g	2411_g	2301_g	1395_g	*
6	6	0.15	*	6883_g	4425_g	2580_g	4530_g	4428_g	4039_g	*
6	6	0.15	*	7000_g	135_g	4609_g	148_g	128_g	807_g	*
6	6	0.149	*	1957_g	1448_g	2051_g	1494_g	1425_g	4095_g	*
6	6	0.149	*	2687_g	741_g	3429_g	776_g	717_g	58_g	*
6	6	0.149	*	6754_g	1852_g	1326_g	1893_g	1818_g	2443_g	*
6	6	0.148	*	2044_g	2038_g	160_g	2077_g	1995_g	1091_g	*
6	6	0.148	*	4054_g	4162_g	3122_g	4259_g	4176_g	3618_g	*
6	6	0.148	*	929_g	449_g	539_g	459_g	432_g	1677_g	*
6	6	0.147	*	2534_g	3545_g	3197_g	3625_g	3552_g	1822_g	*
6	6	0.147	490_g	*	4440_g	2596_g	4547_g	4445_g	4024_g	*
6	6	0.146	*	6792_g	3100_g	4881_g	3166_g	3072_g	4223_g	*
6	6	0.146	61_g	1438_g	2461_g	2454_g	2533_g	2420_g	*	*
6	6	0.145	*	1034_g	3094_g	4887_g	3160_g	3066_g	4229_g	*
6	6	0.145	*	3342_g	3671_g	3318_g	3756_g	3625_g	3074_g	*
6	6	0.145	*	4330_g	2416_g	2411_g	2485_g	2374_g	1466_g	*
6	6	0.145	980_g	4301_g	*	3508_g	685_g	639_g	133_g	*
6	6	0.144	*	2262_g	4596_g	2754_g	4708_g	4601_g	3878_g	*
6	6	0.144	319_g	7111_g	3642_g	3292_g	3726_g	*	3101_g	*
6	6	0.144	706_g	3001_g	2341_g	*	2410_g	2300_g	1394_g	*
6	6	0.143	*	1333_g	2905_g	5040_g	2983_g	2875_g	2741_g	*
6	6	0.143	*	557_g	1254_g	1786_g	1300_g	1233_g	4692_g	*
6	6	0.143	*	647_g	3881_g	4120_g	3964_g	3874_g	2191_g	*
6	6	0.143	*	6719_g	4337_g	3794_g	4445_g	4346_g	2882_g	*
6	6	0.142	1578_g	*	3332_g	866_g	3404_g	3311_g	4509_g	*
6	6	0.14	*	2432_g	3777_g	4017_g	3855_g	3773_g	2295_g	*
6	6	0.14	1626_g	*	4612_g	2768_g	4723_g	4616_g	3864_g	*
6	6	0.139	*	2436_g	966_g	307_g	998_g	951_g	341_g	*
6	6	0.139	864_g	*	653_g	3521_g	671_g	627_g	145_g	*
6	6	0.138	*	289_g	868_g	408_g	904_g	848_g	253_g	*
6	6	0.138	*	2939_g	3865_g	4105_g	3949_g	3858_g	2206_g	*
6	6	0.138	*	6824_g	1734_g	1442_g	1776_g	1705_g	2548_g	*
6	6	0.137	*	1515_g	3862_g	4101_g	3945_g	3854_g	2210_g	*
6	6	0.137	*	1858_g	397_g	585_g	408_g	386_g	1719_g	*
6	6	0.137	*	2311_g	2165_g	2148_g	2220_g	2122_g	1217_g	*
6	6	0.137	*	268_g	2236_g	2221_g	2296_g	2193_g	1289_g	*
6	6	0.137	*	538_g	624_g	3546_g	641_g	599_g	4342_g	*
6	6	0.137	313_g	273_g	*	4153_g	3998_g	3909_g	2158_g	*
6	6	0.136	*	2137_g	638_g	3534_g	654_g	613_g	783_g	*
6	6	0.136	416_g	4861_g	*	2649_g	4604_g	4497_g	3974_g	*
6	6	0.136	737_g	3360_g	1050_g	227_g	1083_g	*	420_g	*
6	6	0.135	*	2888_g	1081_g	1952_g	1114_g	1061_g	449_g	*
6	6	0.135	*	343_g	2404_g	2391_g	2436_g	2362_g	1455_g	*
6	6	0.135	*	4081_g	493_g	3678_g	504_g	473_g	1634_g	*
6	6	0.135	*	4153_g	2588_g	1073_g	2661_g	2563_g	680_g	*
6	6	0.134	*	426_g	271_g	4478_g	289_g	259_g	4462_g	*
6	6	0.134	1535_g	*	3771_g	4011_g	3849_g	3767_g	2300_g	*
6	6	0.134	518_g	*	1134_g	1897_g	1176_g	1116_g	503_g	*
6	6	0.133	*	4473_g	4819_g	2962_g	4925_g	4811_g	3668_g	*
6	6	0.133	*	48_g	3339_g	861_g	3409_g	3317_g	4514_g	*
6	6	0.131	*	149_g	1230_g	1806_g	1276_g	1211_g	599_g	*
6	6	0.131	*	1637_g	2668_g	703_g	2746_g	2645_g	759_g	*
6	6	0.131	*	2875_g	2359_g	2347_g	2426_g	2317_g	1411_g	*
6	6	0.131	*	5531_g	3111_g	4869_g	3178_g	3084_g	4213_g	*
6	6	0.131	*	6627_g	4637_g	2792_g	4747_g	4640_g	3840_g	*
6	6	0.13	*	4140_g	3627_g	3277_g	3711_g	3666_g	3117_g	*
6	6	0.13	*	6575_g	4154_g	3115_g	4252_g	4169_g	3611_g	*
6	6	0.13	*	6862_g	786_g	486_g	823_g	772_g	4652_g	*
6	6	0.13	1250_g	*	4199_g	3930_g	4300_g	4211_g	636_g	*
6	6	0.129	*	6382_g	4234_g	3895_g	4343_g	4243_g	669_g	*
6	6	0.129	1369_g	*	4087_g	3056_g	4180_g	4104_g	3547_g	*
6	6	0.128	*	2231_g	88_g	4654_g	98_g	84_g	849_g	*
6	6	0.128	*	3768_g	3740_g	3982_g	3819_g	3737_g	2977_g	*
6	6	0.128	*	5584_g	4687_g	2841_g	4796_g	4686_g	3786_g	*
6	6	0.128	*	6690_g	2882_g	5015_g	2958_g	2850_g	2765_g	*
6	6	0.128	369_g	*	1692_g	1484_g	1748_g	1664_g	2587_g	*
6	6	0.127	429_g	*	1384_g	1658_g	1430_g	1359_g	4818_g	*
6	6	0.127	626_g	6982_g	*	5122_g	3510_g	3428_g	4595_g	*
6	6	0.126	66_g	*	3809_g	4047_g	3891_g	3803_g	2266_g	*
6	6	0.125	656_g	*	953_g	320_g	985_g	938_g	330_g	*
6	6	0.124	*	3325_g	2724_g	4401_g	2788_g	2695_g	1986_g	*
6	6	0.123	59_g	1030_g	4355_g	3775_g	*	4365_g	*	12265_g
6	6	0.122	*	3157_g	3317_g	881_g	3387_g	3297_g	3266_g	*
6	6	0.122	*	4430_g	1841_g	1337_g	1882_g	1808_g	2452_g	*
6	6	0.121	977_g	*	4210_g	3919_g	4311_g	4221_g	646_g	*
6	6	0.12	*	1193_g	1860_g	1317_g	1902_g	1825_g	2435_g	*
6	6	0.12	*	3031_g	4360_g	3769_g	4470_g	4371_g	2856_g	*
6	6	0.12	*	3073_g	2867_g	5001_g	2944_g	2836_g	2778_g	*
6	6	0.12	*	4477_g	4328_g	3803_g	4436_g	4337_g	2891_g	*
6	6	0.119	*	3373_g	1004_g	271_g	1038_g	986_g	375_g	*
6	6	0.119	*	3812_g	706_g	3465_g	731_g	684_g	91_g	*
6	6	0.119	*	794_g	4620_g	2776_g	4731_g	4624_g	3856_g	*
6	6	0.118	*	1143_g	1166_g	1864_g	1209_g	1149_g	541_g	*
6	6	0.118	*	2377_g	1825_g	1352_g	1867_g	1791_g	2466_g	*
6	6	0.118	*	5477_g	4311_g	3822_g	4414_g	4318_g	2908_g	*
6	6	0.118	*	6518_g	4134_g	3096_g	4232_g	4149_g	3592_g	*
6	6	0.117	*	351_g	3036_g	1217_g	3106_g	2989_g	3476_g	*
6	6	0.117	*	3842_g	2332_g	2319_g	2400_g	2291_g	1385_g	*
6	6	0.116	*	117_g	3855_g	4094_g	3937_g	3846_g	2219_g	*
6	6	0.116	*	2807_g	1783_g	1392_g	1827_g	1753_g	2500_g	*
6	6	0.116	*	2867_g	3345_g	854_g	3416_g	3325_g	4522_g	*
6	6	0.116	*	4341_g	2085_g	1110_g	2128_g	2041_g	1136_g	*
6	6	0.116	*	531_g	509_g	3660_g	526_g	489_g	1619_g	*
6	6	0.116	1378_g	*	3314_g	884_g	3384_g	3294_g	3262_g	*
6	6	0.115	*	3365_g	3824_g	4061_g	3905_g	3815_g	2252_g	*
6	6	0.115	*	4044_g	4349_g	3782_g	4458_g	4359_g	2869_g	*
6	6	0.115	*	4076_g	4803_g	2947_g	4910_g	4798_g	3682_g	*
6	6	0.115	*	4086_g	1209_g	1825_g	1255_g	1191_g	579_g	*
6	6	0.115	*	5335_g	1560_g	1611_g	1613_g	1539_g	2714_g	*
6	6	0.115	961_g	*	2089_g	1116_g	2134_g	2045_g	1141_g	*
6	6	0.114	*	2846_g	4834_g	2977_g	4940_g	4826_g	3655_g	*
6	6	0.113	*	2335_g	4530_g	2691_g	4643_g	4539_g	3937_g	*
6	6	0.113	*	4207_g	2547_g	1030_g	2613_g	2521_g	2365_g	*
6	6	0.112	*	1380_g	4606_g	2762_g	4717_g	4610_g	3870_g	*
6	6	0.112	*	1530_g	2331_g	2318_g	2399_g	2290_g	1384_g	*
6	6	0.112	*	451_g	10_g	4732_g	12_g	6_g	926_g	*
6	6	0.112	814_g	*	4267_g	3864_g	4384_g	4276_g	2303_g	*
6	6	0.111	*	3067_g	2000_g	127_g	2041_g	1959_g	1060_g	*
6	6	0.111	*	3223_g	2664_g	709_g	2740_g	2640_g	753_g	*
6	6	0.111	1222_g	3386_g	508_g	3662_g	*	487_g	1617_g	*
6	6	0.111	895_g	*	3836_g	4075_g	3917_g	3827_g	2238_g	*
6	6	0.11	*	1286_g	4271_g	3860_g	4389_g	4281_g	2945_g	*
6	6	0.11	*	1649_g	2628_g	745_g	2702_g	2605_g	718_g	*
6	6	0.11	*	2669_g	1572_g	1599_g	1626_g	1551_g	2703_g	*
6	6	0.11	*	4371_g	4486_g	2644_g	4599_g	4493_g	3978_g	*
6	6	0.11	*	5757_g	3875_g	4115_g	3959_g	3868_g	2196_g	*
6	6	0.11	*	860_g	4830_g	2973_g	4936_g	4822_g	3659_g	*
6	6	0.11	569_g	5417_g	1164_g	1866_g	1207_g	1147_g	*	*
6	6	0.109	*	2402_g	3144_g	4839_g	3218_g	3116_g	4180_g	*
6	6	0.109	*	3240_g	2172_g	2155_g	2229_g	2129_g	1224_g	*
6	6	0.109	*	6654_g	4220_g	3909_g	4324_g	4231_g	655_g	*
6	6	0.108	*	3845_g	2027_g	150_g	2066_g	1984_g	1081_g	*
6	6	0.108	*	4067_g	897_g	377_g	935_g	879_g	282_g	*
6	6	0.108	*	6517_g	4133_g	3095_g	4231_g	4148_g	3591_g	*
6	6	0.108	359_g	*	3905_g	4144_g	3986_g	3899_g	2168_g	*
6	6	0.107	*	2158_g	2320_g	2307_g	2388_g	2279_g	1373_g	*
6	6	0.107	*	2637_g	2062_g	186_g	2107_g	2021_g	1116_g	*
6	6	0.107	1160_g	*	736_g	3433_g	765_g	713_g	63_g	*
6	6	0.107	1287_g	*	133_g	4611_g	146_g	126_g	809_g	*
6	6	0.106	*	3516_g	4016_g	4255_g	4113_g	4017_g	2053_g	*
6	6	0.106	*	4848_g	4231_g	3898_g	4334_g	4240_g	665_g	*
6	6	0.106	*	6367_g	3595_g	3247_g	3680_g	3694_g	3143_g	*
6	6	0.106	*	942_g	2639_g	736_g	2712_g	2615_g	727_g	*
6	6	0.106	*	959_g	4666_g	2819_g	4775_g	4665_g	3806_g	*
6	6	0.106	305_g	*	4580_g	2739_g	4692_g	4585_g	3893_g	*
6	6	0.105	*	114_g	1127_g	1904_g	1167_g	1109_g	497_g	*
6	6	0.105	*	2784_g	2923_g	5058_g	3002_g	2892_g	2724_g	*
6	6	0.105	*	3237_g	2176_g	2159_g	2233_g	2133_g	1228_g	*
6	6	0.105	*	3575_g	4653_g	2806_g	4761_g	4653_g	3825_g	*
6	6	0.105	*	6941_g	4165_g	3125_g	4262_g	4179_g	3621_g	*
6	6	0.105	525_g	3105_g	755_g	3415_g	791_g	*	44_g	*
6	6	0.104	2028_g	2731_g	2648_g	724_g	*	2626_g	739_g	*
6	6	0.104	663_g	*	540_g	3631_g	553_g	518_g	1589_g	*
6	6	0.103	*	1986_g	3651_g	3300_g	3734_g	3643_g	3094_g	*
6	6	0.103	*	2647_g	2034_g	156_g	2073_g	1991_g	1087_g	*
6	6	0.103	*	2971_g	4595_g	2753_g	4707_g	4600_g	3879_g	*
6	6	0.103	*	6548_g	4593_g	2751_g	4705_g	4598_g	3881_g	*
6	6	0.103	*	6686_g	215_g	4533_g	228_g	204_g	4404_g	*
6	6	0.103	1288_g	*	3405_g	5104_g	3486_g	3388_g	4576_g	*
6	6	0.103	1993_g	*	2503_g	2497_g	2580_g	2465_g	1548_g	*
6	6	0.103	464_g	*	4694_g	2848_g	4803_g	4694_g	3779_g	*
6	6	0.102	*	1242_g	646_g	3528_g	664_g	620_g	776_g	*
6	6	0.102	*	1480_g	1144_g	1885_g	1187_g	1127_g	514_g	*
6	6	0.102	*	1934_g	2869_g	5004_g	2947_g	2839_g	2776_g	*
6	6	0.102	*	280_g	12_g	4729_g	15_g	8_g	923_g	*
6	6	0.102	*	3424_g	4176_g	3133_g	4272_g	4188_g	3630_g	*
6	6	0.102	*	4010_g	2297_g	2284_g	2363_g	2257_g	1350_g	*
6	6	0.101	*	1043_g	1617_g	1556_g	1678_g	1592_g	2659_g	*
6	6	0.101	*	2076_g	3910_g	4149_g	3992_g	3905_g	2163_g	*
6	6	0.101	*	2221_g	1173_g	1859_g	1215_g	1155_g	547_g	*
6	6	0.101	*	3312_g	3330_g	868_g	3400_g	3309_g	4507_g	*
6	6	0.101	1020_g	2702_g	3400_g	5099_g	3481_g	3383_g	*	*
6	6	0.101	1026_g	*	906_g	367_g	944_g	888_g	290_g	*
6	6	0.101	1353_g	*	3782_g	4022_g	3863_g	3778_g	2290_g	*
6	6	0.101	1709_g	*	498_g	3672_g	510_g	478_g	1629_g	*
6	6	0.1	*	3613_g	2767_g	4354_g	2836_g	2740_g	1941_g	*
6	6	0.0999	*	6441_g	4512_g	2671_g	4625_g	4519_g	3953_g	*
6	6	0.0996	*	4275_g	1154_g	1875_g	1197_g	1137_g	524_g	*
6	6	0.0994	*	376_g	3458_g	5145_g	3536_g	3452_g	3034_g	*
6	6	0.0994	671_g	5440_g	444_g	544_g	*	427_g	1682_g	*
6	6	0.0991	*	3582_g	3134_g	4847_g	3209_g	3107_g	4189_g	*
6	6	0.0988	*	3294_g	2054_g	177_g	2097_g	2012_g	1107_g	*
6	6	0.0988	*	3394_g	840_g	436_g	874_g	822_g	226_g	*
6	6	0.0983	*	4069_g	*	4197_g	4049_g	3955_g	2114_g	3228_g
6	6	0.0981	*	3206_g	2091_g	1118_g	2136_g	2047_g	1143_g	*
6	6	0.098	1_g	*	881_g	395_g	916_g	861_g	265_g	*
6	6	0.098	782_g	4019_g	1093_g	1940_g	1126_g	1073_g	*	*
6	6	0.0978	*	2627_g	2495_g	2490_g	2569_g	2458_g	1542_g	*
6	6	0.0976	*	1238_g	1481_g	2085_g	1530_g	1459_g	3308_g	*
